hire_id,requisition_id,employee_id,offer_date,start_date,source_channel,signing_bonus
490,490,610,2024-03-30,2024-04-07,Employee Referral,1500
491,491,611,2024-03-31,2024-04-04,LinkedIn,1500
492,492,612,2024-04-21,2024-04-28,LinkedIn,0
493,493,613,2024-04-05,2024-04-13,Employee Referral,1500
494,494,614,2024-04-03,2024-04-12,Employee Referral,0
495,495,615,2024-04-14,2024-04-17,LinkedIn,1500
496,496,616,2024-04-10,2024-04-13,Employee Referral,0
497,497,617,2024-04-08,2024-04-13,LinkedIn,0
498,498,618,2024-04-11,2024-04-14,LinkedIn,2500
499,499,619,2024-05-21,2024-05-30,LinkedIn,1500
500,500,620,2024-05-05,2024-05-08,Employee Referral,5000
501,501,621,2024-05-18,2024-05-24,LinkedIn,2500
502,502,622,2024-04-30,2024-05-08,Agency,0
503,503,623,2024-05-11,2024-05-14,Job Board,0
504,504,624,2024-05-19,2024-05-29,Career Site,0
505,505,625,2024-05-07,2024-05-13,Employee Referral,0
506,506,626,2024-05-19,2024-05-26,LinkedIn,1500
507,507,627,2024-04-29,2024-05-03,Employee Referral,0
508,508,628,2024-04-28,2024-05-08,Employee Referral,0
509,509,629,2024-05-11,2024-05-18,LinkedIn,0
510,510,630,2024-05-17,2024-05-23,Job Board,0
511,511,631,2024-05-24,2024-05-27,LinkedIn,0
512,512,632,2024-04-30,2024-05-07,Agency,5000
513,513,633,2024-05-06,2024-05-09,Employee Referral,1500
514,514,634,2024-04-29,2024-05-09,Career Site,0
515,515,635,2024-05-15,2024-05-25,Employee Referral,0
516,516,636,2024-04-30,2024-05-04,Career Site,1500
517,517,637,2024-05-17,2024-05-27,Career Site,0
518,518,638,2024-05-05,2024-05-15,Job Board,0
519,519,639,2024-04-25,2024-05-04,LinkedIn,0
520,520,640,2024-04-30,2024-05-05,Job Board,0
521,521,641,2024-05-17,2024-05-20,LinkedIn,5000
522,522,642,2024-05-19,2024-05-23,Agency,0
523,523,643,2024-05-20,2024-05-23,Career Site,2500
524,524,644,2024-05-14,2024-05-18,LinkedIn,1500
525,525,645,2024-05-28,2024-06-07,LinkedIn,0
526,526,646,2024-06-23,2024-06-26,LinkedIn,5000
527,527,647,2024-06-02,2024-06-06,Employee Referral,5000
528,528,648,2024-05-27,2024-06-05,Job Board,0
529,529,649,2024-05-30,2024-06-04,Employee Referral,0
530,530,650,2024-06-05,2024-06-10,LinkedIn,0
531,531,651,2024-05-30,2024-06-09,Job Board,1500
532,532,652,2024-06-08,2024-06-13,LinkedIn,1500
533,533,653,2024-06-13,2024-06-21,Agency,2500
534,534,654,2024-05-31,2024-06-04,Employee Referral,0
535,535,655,2024-06-09,2024-06-18,Employee Referral,2500
536,536,656,2024-06-02,2024-06-05,Employee Referral,2500
537,537,657,2024-06-10,2024-06-15,Agency,0
538,538,658,2024-05-26,2024-06-02,Career Site,2500
539,539,659,2024-06-07,2024-06-14,Employee Referral,1500
540,540,660,2024-06-18,2024-06-23,Job Board,0
541,541,661,2024-06-05,2024-06-11,Employee Referral,0
542,542,662,2024-06-10,2024-06-13,Employee Referral,0
543,543,663,2024-06-18,2024-06-28,LinkedIn,0
544,544,664,2024-06-29,2024-07-02,LinkedIn,0
545,545,665,2024-06-28,2024-07-01,Career Site,5000
546,546,666,2024-07-06,2024-07-14,Employee Referral,0
547,547,667,2024-07-02,2024-07-08,Employee Referral,0
548,548,668,2024-07-23,2024-07-27,Job Board,0
549,549,669,2024-07-05,2024-07-15,LinkedIn,1500
550,550,670,2024-07-03,2024-07-10,LinkedIn,0
551,551,671,2024-06-29,2024-07-08,Employee Referral,0
552,552,672,2024-07-21,2024-07-24,Job Board,5000
553,553,673,2024-07-09,2024-07-18,LinkedIn,5000
554,554,674,2024-07-18,2024-07-28,Job Board,0
555,555,675,2024-06-21,2024-07-01,Job Board,0
556,556,676,2024-06-25,2024-07-02,Agency,0
557,557,677,2024-06-29,2024-07-07,LinkedIn,2500
558,558,678,2024-06-26,2024-07-06,LinkedIn,5000
559,559,679,2024-06-29,2024-07-06,Employee Referral,0
560,560,680,2024-07-06,2024-07-10,LinkedIn,0
561,561,681,2024-06-24,2024-07-03,Agency,0
562,562,682,2024-06-29,2024-07-06,LinkedIn,0
563,563,683,2024-07-13,2024-07-16,LinkedIn,1500
564,564,684,2024-07-09,2024-07-13,Agency,5000
565,565,685,2024-07-03,2024-07-09,LinkedIn,5000
566,566,686,2024-08-15,2024-08-20,Career Site,0
567,567,687,2024-08-16,2024-08-22,Employee Referral,1500
568,568,688,2024-08-09,2024-08-14,Agency,1500
569,569,689,2024-08-05,2024-08-13,LinkedIn,0
570,570,690,2024-07-24,2024-08-03,LinkedIn,2500
571,571,691,2024-07-27,2024-08-05,LinkedIn,0
572,572,692,2024-08-08,2024-08-12,Job Board,2500
573,573,693,2024-07-25,2024-08-03,Employee Referral,0
574,574,694,2024-07-26,2024-08-04,Employee Referral,2500
575,575,695,2024-08-02,2024-08-12,Employee Referral,5000
576,576,696,2024-07-31,2024-08-09,Job Board,1500
577,577,697,2024-07-29,2024-08-07,LinkedIn,0
578,578,698,2024-08-01,2024-08-06,Employee Referral,0
579,579,699,2024-08-11,2024-08-16,LinkedIn,0
580,580,700,2024-08-02,2024-08-09,Employee Referral,0
581,581,701,2024-07-31,2024-08-10,Job Board,0
582,582,702,2024-08-24,2024-08-28,LinkedIn,0
583,583,703,2024-08-03,2024-08-08,Job Board,1500
584,584,704,2024-08-21,2024-08-24,Employee Referral,1500
585,585,705,2024-08-07,2024-08-10,LinkedIn,0
586,586,706,2024-07-30,2024-08-06,Job Board,5000
587,587,707,2024-08-20,2024-08-29,Employee Referral,1500
588,588,708,2024-08-26,2024-09-01,LinkedIn,2500
589,589,709,2024-09-09,2024-09-13,Agency,5000
590,590,710,2024-08-30,2024-09-04,Job Board,5000
591,591,711,2024-09-14,2024-09-24,Career Site,0
592,592,712,2024-09-24,2024-09-29,Employee Referral,0
593,593,713,2024-09-14,2024-09-17,LinkedIn,1500
594,594,714,2024-09-17,2024-09-24,Career Site,1500
595,595,715,2024-09-16,2024-09-22,LinkedIn,0
596,596,716,2024-09-23,2024-09-28,LinkedIn,1500
597,597,717,2024-09-06,2024-09-13,Employee Referral,0
598,598,718,2024-09-25,2024-09-30,LinkedIn,0
599,599,719,2024-09-04,2024-09-09,Agency,0
600,600,720,2024-09-05,2024-09-12,Agency,0
601,601,721,2024-09-10,2024-09-19,Career Site,0
602,602,722,2024-09-05,2024-09-08,Employee Referral,2500
603,603,723,2024-09-27,2024-09-30,LinkedIn,2500
604,604,724,2024-09-09,2024-09-18,Employee Referral,5000
605,605,725,2024-09-15,2024-09-20,LinkedIn,2500
606,606,726,2024-08-29,2024-09-07,LinkedIn,5000
607,607,727,2024-09-14,2024-09-17,Employee Referral,0
608,608,728,2024-09-14,2024-09-21,Job Board,0
609,609,729,2024-09-19,2024-09-26,LinkedIn,2500
610,610,730,2024-08-22,2024-09-01,Job Board,0
611,611,731,2024-09-10,2024-09-15,Job Board,0
612,612,732,2024-09-08,2024-09-17,LinkedIn,0
613,613,733,2024-10-04,2024-10-09,Agency,0
614,614,734,2024-10-14,2024-10-22,LinkedIn,0
615,615,735,2024-09-29,2024-10-05,Job Board,0
616,616,736,2024-10-11,2024-10-14,Career Site,5000
617,617,737,2024-09-25,2024-10-02,Agency,2500
618,618,738,2024-10-01,2024-10-06,Agency,2500
619,619,739,2024-10-11,2024-10-20,LinkedIn,1500
620,620,740,2024-10-23,2024-10-30,LinkedIn,1500
621,621,741,2024-10-01,2024-10-09,LinkedIn,5000
622,622,742,2024-09-30,2024-10-07,Job Board,0
623,623,743,2024-10-11,2024-10-19,Career Site,5000
624,624,744,2024-10-19,2024-10-24,Employee Referral,5000
625,625,745,2024-10-22,2024-10-26,Employee Referral,5000
626,626,746,2024-10-20,2024-10-29,Employee Referral,1500
627,627,747,2024-10-20,2024-10-23,LinkedIn,1500
628,628,748,2024-10-09,2024-10-19,Employee Referral,0
629,629,749,2024-10-17,2024-10-20,Career Site,0
630,630,750,2024-09-27,2024-10-03,LinkedIn,2500
631,631,751,2024-10-23,2024-10-27,LinkedIn,0
632,632,752,2024-09-27,2024-10-02,Job Board,2500
633,633,753,2024-10-13,2024-10-18,LinkedIn,2500
634,634,754,2024-10-01,2024-10-04,Agency,1500
635,635,755,2024-10-13,2024-10-19,LinkedIn,1500
636,636,756,2024-10-24,2024-10-27,Job Board,0
637,637,757,2024-10-20,2024-10-26,Employee Referral,1500
638,638,758,2024-11-18,2024-11-22,LinkedIn,1500
639,639,759,2024-11-10,2024-11-20,LinkedIn,1500
640,640,760,2024-11-19,2024-11-25,LinkedIn,5000
641,641,761,2024-11-03,2024-11-08,Agency,0
642,642,762,2024-11-19,2024-11-27,LinkedIn,2500
643,643,763,2024-10-29,2024-11-04,Employee Referral,0
644,644,764,2024-11-01,2024-11-09,LinkedIn,0
645,645,765,2024-12-10,2024-12-14,LinkedIn,0
646,646,766,2024-12-09,2024-12-19,Job Board,5000
647,647,767,2024-12-21,2024-12-27,Career Site,1500
648,648,768,2024-12-08,2024-12-12,LinkedIn,1500
649,649,769,2024-12-15,2024-12-22,Employee Referral,2500
650,650,770,2024-12-10,2024-12-18,LinkedIn,2500
651,651,771,2024-11-28,2024-12-08,Job Board,0
652,652,772,2024-12-15,2024-12-22,Employee Referral,0
653,653,773,2024-11-28,2024-12-08,LinkedIn,0
654,654,774,2024-12-12,2024-12-21,Employee Referral,1500
655,655,775,2025-01-06,2025-01-14,Employee Referral,5000
656,656,776,2025-01-12,2025-01-22,LinkedIn,2500
657,657,777,2025-01-21,2025-01-28,LinkedIn,0
658,658,778,2024-12-28,2025-01-05,LinkedIn,2500
659,659,779,2025-01-21,2025-01-30,LinkedIn,0
660,660,780,2025-01-11,2025-01-17,Job Board,0
661,661,781,2025-01-20,2025-01-30,Job Board,2500
662,662,782,2025-01-22,2025-01-28,Career Site,0
663,663,783,2025-01-07,2025-01-16,Agency,2500
664,664,784,2025-01-15,2025-01-18,LinkedIn,5000
665,665,785,2025-01-01,2025-01-08,Job Board,0
666,666,786,2025-01-17,2025-01-22,Employee Referral,5000
667,667,787,2025-01-09,2025-01-13,Career Site,5000
668,668,788,2025-01-22,2025-01-30,Career Site,5000
669,669,789,2025-01-20,2025-01-28,Employee Referral,1500
670,670,790,2025-01-02,2025-01-08,Employee Referral,0
671,671,791,2025-01-06,2025-01-16,Agency,1500
672,672,792,2025-01-24,2025-01-30,Employee Referral,1500
673,673,793,2024-12-31,2025-01-05,Job Board,2500
674,674,794,2025-01-17,2025-01-25,Agency,0
675,675,795,2025-01-05,2025-01-08,Employee Referral,0
676,676,796,2024-12-30,2025-01-05,Agency,5000
677,677,797,2025-01-05,2025-01-12,LinkedIn,0
678,678,798,2025-01-06,2025-01-10,Job Board,2500
679,679,799,2025-01-21,2025-01-30,LinkedIn,0
680,680,800,2024-12-29,2025-01-06,LinkedIn,0
681,681,801,2025-01-21,2025-01-30,LinkedIn,0
682,682,802,2025-01-09,2025-01-14,LinkedIn,1500
683,683,803,2025-01-01,2025-01-07,LinkedIn,1500
684,684,804,2025-01-21,2025-01-24,LinkedIn,2500
685,685,805,2025-01-21,2025-01-31,Job Board,0
686,686,806,2024-12-31,2025-01-03,LinkedIn,1500
687,687,807,2025-01-10,2025-01-16,Job Board,2500
688,688,808,2025-02-10,2025-02-17,Employee Referral,0
689,689,809,2025-02-05,2025-02-14,Agency,5000
690,690,810,2025-02-11,2025-02-21,LinkedIn,0
691,691,811,2025-02-08,2025-02-15,LinkedIn,1500
692,692,812,2025-02-10,2025-02-15,Employee Referral,2500
693,693,813,2025-02-04,2025-02-13,Job Board,0
694,694,814,2025-01-23,2025-02-01,LinkedIn,5000
695,695,815,2025-02-10,2025-02-18,Career Site,5000
696,696,816,2025-02-07,2025-02-15,Employee Referral,5000
697,697,817,2025-01-31,2025-02-03,Job Board,2500
698,698,818,2025-02-19,2025-02-23,Agency,0
699,699,819,2025-02-10,2025-02-16,LinkedIn,1500
700,700,820,2025-02-16,2025-02-19,Employee Referral,0
701,701,821,2025-01-26,2025-02-03,Employee Referral,0
702,702,822,2025-01-27,2025-02-01,LinkedIn,0
703,703,823,2025-02-14,2025-02-22,Employee Referral,5000
704,704,824,2025-02-13,2025-02-20,Job Board,5000
705,705,825,2025-01-25,2025-02-02,LinkedIn,0
706,706,826,2025-01-28,2025-02-07,Job Board,1500
707,707,827,2025-02-14,2025-02-24,Job Board,0
708,708,828,2025-01-30,2025-02-02,LinkedIn,2500
709,709,829,2025-02-19,2025-02-27,LinkedIn,0
710,710,830,2025-02-15,2025-02-19,Job Board,0
711,711,831,2025-01-27,2025-02-03,Career Site,1500
712,712,832,2025-02-08,2025-02-17,Agency,0
713,713,833,2025-02-04,2025-02-07,LinkedIn,0
714,714,834,2025-02-20,2025-02-28,LinkedIn,0
715,715,835,2025-01-30,2025-02-06,Career Site,1500
716,716,836,2025-01-30,2025-02-09,LinkedIn,0
717,717,837,2025-02-08,2025-02-18,Employee Referral,0
718,718,838,2025-02-16,2025-02-26,Job Board,2500
719,719,839,2025-03-06,2025-03-10,Career Site,0
720,720,840,2025-03-17,2025-03-26,LinkedIn,0
721,721,841,2025-03-10,2025-03-17,Employee Referral,0
722,722,842,2025-02-26,2025-03-07,LinkedIn,5000
723,723,843,2025-03-06,2025-03-10,LinkedIn,0
724,724,844,2025-02-20,2025-03-01,Career Site,0
725,725,845,2025-03-22,2025-03-29,Job Board,0
726,726,846,2025-02-20,2025-03-01,Job Board,1500
727,727,847,2025-03-25,2025-03-30,LinkedIn,5000
728,728,848,2025-03-05,2025-03-10,Agency,2500
729,729,849,2025-03-22,2025-03-28,Career Site,1500
730,730,850,2025-03-09,2025-03-17,Employee Referral,0
731,731,851,2025-03-11,2025-03-17,Employee Referral,0
732,732,852,2025-02-23,2025-03-03,LinkedIn,5000
733,733,853,2025-03-13,2025-03-16,Employee Referral,0
734,734,854,2025-03-01,2025-03-07,Job Board,5000
735,735,855,2025-03-22,2025-03-27,LinkedIn,0
736,736,856,2025-03-18,2025-03-24,Job Board,2500
737,737,857,2025-03-25,2025-03-29,Career Site,0
738,738,858,2025-03-06,2025-03-14,Agency,1500
739,739,859,2025-02-28,2025-03-10,Job Board,5000
740,740,860,2025-02-24,2025-03-06,Employee Referral,0
741,741,861,2025-03-21,2025-03-28,Agency,0
742,742,862,2025-02-27,2025-03-02,LinkedIn,0
743,743,863,2025-02-27,2025-03-08,LinkedIn,0
744,744,864,2025-03-05,2025-03-08,LinkedIn,0
745,745,865,2025-02-25,2025-03-07,LinkedIn,1500
746,746,866,2025-03-18,2025-03-25,Employee Referral,0
747,747,867,2025-03-02,2025-03-11,LinkedIn,0
748,748,868,2025-03-13,2025-03-21,LinkedIn,0
749,749,869,2025-02-28,2025-03-05,Job Board,0
750,750,870,2025-04-21,2025-04-28,LinkedIn,0
751,751,871,2025-04-19,2025-04-22,Agency,0
752,752,872,2025-03-28,2025-04-04,LinkedIn,5000
753,753,873,2025-04-25,2025-04-30,Employee Referral,0
754,754,874,2025-04-01,2025-04-11,Employee Referral,0
755,755,875,2025-04-03,2025-04-07,Agency,2500
756,756,876,2025-04-20,2025-04-28,Job Board,0
757,757,877,2025-04-01,2025-04-08,LinkedIn,0
758,758,878,2025-04-11,2025-04-15,Employee Referral,5000
759,759,879,2025-04-16,2025-04-24,LinkedIn,0
760,760,880,2025-04-20,2025-04-28,Employee Referral,2500
761,761,881,2025-04-18,2025-04-28,Employee Referral,5000
762,762,882,2025-04-11,2025-04-16,Employee Referral,0
763,763,883,2025-04-18,2025-04-26,Job Board,0
764,764,884,2025-04-06,2025-04-10,Career Site,1500
765,765,885,2025-04-01,2025-04-07,LinkedIn,0
766,766,886,2025-04-26,2025-04-30,Employee Referral,0
767,767,887,2025-04-01,2025-04-05,Agency,5000
768,768,888,2025-04-01,2025-04-09,Job Board,0
769,769,889,2025-04-05,2025-04-11,Career Site,0
770,770,890,2025-04-27,2025-04-30,Employee Referral,0
771,771,891,2025-04-16,2025-04-24,Employee Referral,0
772,772,892,2025-04-09,2025-04-18,LinkedIn,0
773,773,893,2025-04-12,2025-04-20,Career Site,5000
774,774,894,2025-03-28,2025-04-03,LinkedIn,0
775,775,895,2025-05-16,2025-05-25,Employee Referral,0
776,776,896,2025-04-30,2025-05-05,Agency,0
777,777,897,2025-04-25,2025-05-02,Employee Referral,5000
778,778,898,2025-05-01,2025-05-06,Agency,2500
779,779,899,2025-05-05,2025-05-15,Employee Referral,0
780,780,900,2025-05-25,2025-05-28,LinkedIn,0
781,781,901,2025-05-16,2025-05-23,Agency,5000
782,782,902,2025-05-07,2025-05-12,LinkedIn,2500
783,783,903,2025-05-05,2025-05-11,Career Site,0
784,784,904,2025-05-06,2025-05-15,LinkedIn,1500
785,785,905,2025-05-06,2025-05-14,Job Board,5000
786,786,906,2025-05-09,2025-05-18,Career Site,0
787,787,907,2025-05-13,2025-05-20,Agency,5000
788,788,908,2025-05-15,2025-05-23,LinkedIn,0
789,789,909,2025-05-16,2025-05-19,LinkedIn,0
790,790,910,2025-05-25,2025-05-30,LinkedIn,0
791,791,911,2025-05-28,2025-05-31,Job Board,5000
792,792,912,2025-05-07,2025-05-12,Employee Referral,0
793,793,913,2025-05-08,2025-05-13,Employee Referral,0
794,794,914,2025-04-25,2025-05-05,LinkedIn,0
795,795,915,2025-05-21,2025-05-28,Agency,0
796,796,916,2025-05-09,2025-05-12,Career Site,2500
797,797,917,2025-05-26,2025-05-29,LinkedIn,1500
798,798,918,2025-05-12,2025-05-22,Job Board,1500
799,799,919,2025-04-28,2025-05-08,Employee Referral,0
800,800,920,2025-05-06,2025-05-10,Employee Referral,0
801,801,921,2025-04-30,2025-05-08,Career Site,0
802,802,922,2025-04-24,2025-05-04,Employee Referral,2500
803,803,923,2025-05-12,2025-05-18,Employee Referral,5000
804,804,924,2025-05-15,2025-05-19,Career Site,0
805,805,925,2025-06-20,2025-06-30,Employee Referral,2500
806,806,926,2025-06-13,2025-06-16,LinkedIn,0
807,807,927,2025-05-30,2025-06-07,Career Site,0
808,808,928,2025-06-11,2025-06-18,LinkedIn,0
809,809,929,2025-06-14,2025-06-21,Employee Referral,0
810,810,930,2025-06-20,2025-06-24,Career Site,2500
811,811,931,2025-06-17,2025-06-26,Employee Referral,0
812,812,932,2025-05-25,2025-06-01,Agency,2500
813,813,933,2025-05-28,2025-06-05,LinkedIn,1500
814,814,934,2025-06-17,2025-06-21,LinkedIn,0
815,815,935,2025-06-04,2025-06-14,LinkedIn,0
816,816,936,2025-06-12,2025-06-18,LinkedIn,2500
817,817,937,2025-06-17,2025-06-20,Employee Referral,1500
818,818,938,2025-06-15,2025-06-22,Job Board,1500
819,819,939,2025-06-13,2025-06-22,Career Site,2500
820,820,940,2025-06-13,2025-06-18,Employee Referral,5000
821,821,941,2025-06-19,2025-06-29,LinkedIn,0
822,822,942,2025-06-14,2025-06-19,Job Board,1500
823,823,943,2025-06-03,2025-06-10,Career Site,1500
824,824,944,2025-06-21,2025-06-25,LinkedIn,0
825,825,945,2025-06-14,2025-06-24,Employee Referral,2500
826,826,946,2025-06-01,2025-06-09,Job Board,0
827,827,947,2025-06-08,2025-06-14,LinkedIn,5000
828,828,948,2025-06-19,2025-06-28,LinkedIn,2500
829,829,949,2025-06-02,2025-06-05,Job Board,0
830,830,950,2025-06-26,2025-06-29,LinkedIn,5000
831,831,951,2025-06-13,2025-06-19,Job Board,5000
832,832,952,2025-06-16,2025-06-25,Employee Referral,1500
833,833,953,2025-07-14,2025-07-23,LinkedIn,1500
834,834,954,2025-07-08,2025-07-13,LinkedIn,5000
835,835,955,2025-06-25,2025-07-04,Career Site,0
836,836,956,2025-07-17,2025-07-22,Employee Referral,0
837,837,957,2025-07-22,2025-07-25,LinkedIn,1500
838,838,958,2025-07-15,2025-07-24,LinkedIn,2500
839,839,959,2025-07-17,2025-07-26,Employee Referral,5000
840,840,960,2025-07-21,2025-07-30,LinkedIn,5000
841,841,961,2025-07-14,2025-07-22,Job Board,0
842,842,962,2025-07-01,2025-07-07,Employee Referral,0
843,843,963,2025-07-04,2025-07-09,Employee Referral,0
844,844,964,2025-06-30,2025-07-09,Career Site,0
845,845,965,2025-07-23,2025-07-26,Career Site,0
846,846,966,2025-07-16,2025-07-23,Job Board,0
847,847,967,2025-07-20,2025-07-26,Job Board,0
848,848,968,2025-07-14,2025-07-17,Career Site,2500
849,849,969,2025-06-27,2025-07-01,Agency,5000
850,850,970,2025-06-29,2025-07-02,Employee Referral,5000
851,851,971,2025-06-29,2025-07-04,LinkedIn,5000
852,852,972,2025-07-25,2025-07-30,Employee Referral,5000
853,853,973,2025-07-17,2025-07-24,Job Board,2500
854,854,974,2025-07-18,2025-07-24,LinkedIn,0
855,855,975,2025-06-30,2025-07-09,Job Board,0
856,856,976,2025-07-19,2025-07-28,LinkedIn,0
857,857,977,2025-07-29,2025-08-07,LinkedIn,2500
858,858,978,2025-08-18,2025-08-26,Job Board,0
859,859,979,2025-08-06,2025-08-16,LinkedIn,1500
860,860,980,2025-07-25,2025-08-01,Job Board,0
861,861,981,2025-08-19,2025-08-25,LinkedIn,0
862,862,982,2025-08-15,2025-08-24,Job Board,1500
863,863,983,2025-08-27,2025-08-31,Career Site,5000
864,864,984,2025-08-06,2025-08-10,Employee Referral,5000
865,865,985,2025-08-10,2025-08-16,LinkedIn,2500
866,866,986,2025-08-13,2025-08-20,Employee Referral,0
867,867,987,2025-08-04,2025-08-11,Career Site,2500
868,868,988,2025-07-23,2025-08-02,Job Board,2500
869,869,989,2025-08-22,2025-08-28,Career Site,0
870,870,990,2025-08-20,2025-08-26,Career Site,5000
871,871,991,2025-08-13,2025-08-17,LinkedIn,1500
872,872,992,2025-08-19,2025-08-23,Job Board,2500
873,873,993,2025-08-12,2025-08-19,LinkedIn,5000
874,874,994,2025-08-18,2025-08-26,LinkedIn,5000
875,875,995,2025-08-11,2025-08-20,LinkedIn,0
876,876,996,2025-08-26,2025-08-31,Job Board,0
877,877,997,2025-08-09,2025-08-18,Employee Referral,5000
878,878,998,2025-07-30,2025-08-02,LinkedIn,2500
879,879,999,2025-08-05,2025-08-15,Career Site,0
880,880,1000,2025-08-15,2025-08-22,Job Board,2500
881,881,1001,2025-07-28,2025-08-02,LinkedIn,5000
882,882,1002,2025-08-20,2025-08-30,Employee Referral,1500
883,883,1003,2025-09-19,2025-09-28,Job Board,1500
884,884,1004,2025-09-17,2025-09-24,LinkedIn,1500
885,885,1005,2025-09-03,2025-09-09,LinkedIn,5000
886,886,1006,2025-09-24,2025-09-30,LinkedIn,2500
887,887,1007,2025-08-30,2025-09-02,LinkedIn,0
888,888,1008,2025-08-28,2025-09-07,LinkedIn,2500
889,889,1009,2025-09-16,2025-09-24,LinkedIn,0
890,890,1010,2025-09-15,2025-09-23,Agency,2500
891,891,1011,2025-09-10,2025-09-13,Employee Referral,1500
892,892,1012,2025-08-27,2025-09-06,Employee Referral,0
893,893,1013,2025-08-30,2025-09-05,Employee Referral,1500
894,894,1014,2025-09-04,2025-09-14,LinkedIn,1500
895,895,1015,2025-08-28,2025-09-05,LinkedIn,1500
896,896,1016,2025-09-11,2025-09-16,Employee Referral,5000
897,897,1017,2025-09-13,2025-09-18,LinkedIn,2500
898,898,1018,2025-09-13,2025-09-23,Employee Referral,0
899,899,1019,2025-09-19,2025-09-29,LinkedIn,0
900,900,1020,2025-09-18,2025-09-22,Career Site,2500
901,901,1021,2025-09-16,2025-09-24,Job Board,2500
902,902,1022,2025-08-22,2025-09-01,Agency,2500
903,903,1023,2025-08-31,2025-09-09,Employee Referral,1500
904,904,1024,2025-09-03,2025-09-13,LinkedIn,1500
905,905,1025,2025-09-10,2025-09-19,LinkedIn,0
906,906,1026,2025-09-10,2025-09-20,Agency,0
907,907,1027,2025-09-01,2025-09-11,LinkedIn,0
908,908,1028,2025-08-26,2025-09-01,Employee Referral,1500
909,909,1029,2025-09-13,2025-09-19,Employee Referral,1500
910,910,1030,2025-08-30,2025-09-07,Job Board,5000
911,911,1031,2025-10-20,2025-10-30,Employee Referral,1500
912,912,1032,2025-10-02,2025-10-08,LinkedIn,5000
913,913,1033,2025-10-16,2025-10-21,LinkedIn,1500
914,914,1034,2025-09-24,2025-10-01,Employee Referral,1500
915,915,1035,2025-10-07,2025-10-16,Employee Referral,1500
916,916,1036,2025-10-12,2025-10-17,Career Site,0
917,917,1037,2025-10-18,2025-10-28,LinkedIn,1500
918,918,1038,2025-10-13,2025-10-22,Employee Referral,0
919,919,1039,2025-10-08,2025-10-17,Career Site,0
920,920,1040,2025-10-22,2025-10-25,Employee Referral,0
921,921,1041,2025-10-01,2025-10-06,Job Board,0
922,922,1042,2025-09-28,2025-10-04,LinkedIn,0
923,923,1043,2025-09-24,2025-10-01,Employee Referral,2500
924,924,1044,2025-09-30,2025-10-09,Job Board,0
925,925,1045,2025-09-27,2025-10-07,LinkedIn,5000
926,926,1046,2025-09-30,2025-10-08,LinkedIn,5000
927,927,1047,2025-10-04,2025-10-08,LinkedIn,0
928,928,1048,2025-10-06,2025-10-11,LinkedIn,0
929,929,1049,2025-10-16,2025-10-22,LinkedIn,0
930,930,1050,2025-10-09,2025-10-18,Employee Referral,0
931,931,1051,2025-10-02,2025-10-10,Job Board,1500
932,932,1052,2025-10-05,2025-10-14,Job Board,0
933,933,1053,2025-10-06,2025-10-11,Employee Referral,2500
934,934,1054,2025-10-08,2025-10-15,LinkedIn,0
935,935,1055,2025-09-30,2025-10-06,Job Board,2500
936,936,1056,2025-10-11,2025-10-20,Employee Referral,0
937,937,1057,2025-10-26,2025-10-29,Job Board,2500
938,938,1058,2025-11-15,2025-11-23,Employee Referral,5000
939,939,1059,2025-11-10,2025-11-18,LinkedIn,0
940,940,1060,2025-11-14,2025-11-17,Career Site,5000
941,941,1061,2025-11-02,2025-11-11,Employee Referral,0
942,942,1062,2025-11-12,2025-11-19,Agency,0
943,943,1063,2025-10-27,2025-11-06,LinkedIn,0
944,944,1064,2025-11-24,2025-11-27,Career Site,0
945,945,1065,2025-11-22,2025-11-29,Employee Referral,2500
946,946,1066,2025-11-06,2025-11-16,LinkedIn,0
947,947,1067,2025-11-14,2025-11-19,Employee Referral,2500
948,948,1068,2025-11-12,2025-11-21,LinkedIn,1500
949,949,1069,2025-11-01,2025-11-09,LinkedIn,0
950,950,1070,2025-11-14,2025-11-23,LinkedIn,0
951,951,1071,2025-11-08,2025-11-17,LinkedIn,1500
952,952,1072,2025-12-18,2025-12-21,Employee Referral,0
953,953,1073,2025-11-28,2025-12-08,Career Site,2500
954,954,1074,2025-12-18,2025-12-27,Employee Referral,0
955,955,1075,2025-12-20,2025-12-25,LinkedIn,0
956,956,1076,2025-12-20,2025-12-28,LinkedIn,0
957,957,1077,2025-12-21,2025-12-25,LinkedIn,1500
958,958,1078,2025-11-30,2025-12-05,Employee Referral,1500
959,959,1079,2025-12-19,2025-12-22,Career Site,2500
960,960,1080,2025-12-11,2025-12-17,LinkedIn,0
961,961,1081,2025-12-07,2025-12-11,Job Board,0
962,962,1082,2025-12-24,2025-12-29,LinkedIn,1500
963,963,1083,2025-12-18,2025-12-27,Employee Referral,0
964,964,1084,2025-12-15,2025-12-24,Agency,2500
965,965,1085,2026-01-16,2026-01-24,Job Board,0
966,966,1086,2026-01-02,2026-01-09,LinkedIn,2500
967,967,1087,2026-01-16,2026-01-21,Career Site,1500
968,968,1088,2025-12-31,2026-01-04,Agency,0
969,969,1089,2026-01-05,2026-01-12,Agency,0
970,970,1090,2025-12-26,2026-01-01,LinkedIn,1500
971,971,1091,2026-01-07,2026-01-17,Job Board,1500
972,972,1092,2026-01-12,2026-01-22,Employee Referral,5000
