survey_id,employee_id,survey_wave,survey_date,engagement_score,satisfaction_score
536,105,2023-Fall,2023-10-07,5.3,3.9
537,107,2023-Fall,2023-10-21,6.2,6.0
538,109,2023-Fall,2023-10-01,6.6,5.2
539,110,2023-Fall,2023-10-13,5.4,9.7
540,115,2023-Fall,2023-10-02,4.7,3.6
541,119,2023-Fall,2023-10-06,7.5,8.0
542,120,2023-Fall,2023-10-02,9.6,5.6
543,121,2023-Fall,2023-10-18,3.8,8.6
544,124,2023-Fall,2023-10-06,6.7,7.6
545,125,2023-Fall,2023-10-07,4.1,9.5
546,128,2023-Fall,2023-10-07,6.6,6.9
547,129,2023-Fall,2023-10-02,9.3,4.4
548,133,2023-Fall,2023-10-08,7.7,9.2
549,135,2023-Fall,2023-10-06,9.7,8.6
550,136,2023-Fall,2023-10-27,6.0,4.1
551,137,2023-Fall,2023-10-20,7.7,9.0
552,138,2023-Fall,2023-10-19,8.0,9.1
553,140,2023-Fall,2023-10-31,9.0,8.0
554,141,2023-Fall,2023-10-23,3.6,8.6
555,142,2023-Fall,2023-10-27,9.2,8.6
556,144,2023-Fall,2023-10-20,3.6,7.7
557,145,2023-Fall,2023-10-25,6.3,7.5
558,146,2023-Fall,2023-10-21,4.2,4.1
559,148,2023-Fall,2023-10-18,5.6,9.4
560,149,2023-Fall,2023-10-22,8.0,7.7
561,151,2023-Fall,2023-10-10,5.3,6.9
562,152,2023-Fall,2023-10-04,6.0,9.0
563,153,2023-Fall,2023-10-03,7.0,6.4
564,154,2023-Fall,2023-10-02,6.5,3.7
565,155,2023-Fall,2023-10-27,5.9,3.6
566,157,2023-Fall,2023-10-14,7.4,6.0
567,160,2023-Fall,2023-10-20,8.3,7.5
568,161,2023-Fall,2023-10-07,8.3,7.9
569,162,2023-Fall,2023-10-01,9.5,5.3
570,165,2023-Fall,2023-10-07,9.2,3.4
571,166,2023-Fall,2023-10-31,5.3,3.4
572,167,2023-Fall,2023-10-07,5.6,7.9
573,168,2023-Fall,2023-10-15,3.9,4.7
574,169,2023-Fall,2023-10-18,4.5,6.7
575,170,2023-Fall,2023-10-04,7.8,5.8
576,171,2023-Fall,2023-10-20,8.0,7.9
577,172,2023-Fall,2023-10-02,4.4,3.7
578,173,2023-Fall,2023-10-13,3.5,3.4
579,175,2023-Fall,2023-10-19,4.3,4.5
580,176,2023-Fall,2023-10-19,6.9,3.1
581,178,2023-Fall,2023-10-19,7.6,4.9
582,180,2023-Fall,2023-10-15,9.2,4.6
583,181,2023-Fall,2023-10-09,5.7,9.7
584,182,2023-Fall,2023-10-30,9.2,6.1
585,184,2023-Fall,2023-10-10,7.5,4.2
586,188,2023-Fall,2023-10-01,6.2,5.0
587,190,2023-Fall,2023-10-14,8.0,6.7
588,191,2023-Fall,2023-10-13,4.3,7.3
589,192,2023-Fall,2023-10-13,6.2,5.8
590,195,2023-Fall,2023-10-13,6.4,5.3
591,196,2023-Fall,2023-10-05,8.1,4.4
592,198,2023-Fall,2023-10-07,7.1,9.4
593,201,2023-Fall,2023-10-15,7.0,8.2
594,202,2023-Fall,2023-10-21,5.4,5.7
595,203,2023-Fall,2023-10-18,7.6,5.0
596,206,2023-Fall,2023-10-02,4.8,5.3
597,208,2023-Fall,2023-10-30,6.8,4.2
598,209,2023-Fall,2023-10-23,4.8,6.9
599,210,2023-Fall,2023-10-24,7.8,8.2
600,211,2023-Fall,2023-10-19,8.4,4.3
601,212,2023-Fall,2023-10-15,5.0,8.0
602,214,2023-Fall,2023-10-20,9.4,7.2
603,219,2023-Fall,2023-10-26,3.9,3.1
604,222,2023-Fall,2023-10-03,5.5,9.1
605,223,2023-Fall,2023-10-05,9.5,5.1
606,224,2023-Fall,2023-10-20,9.2,7.0
607,226,2023-Fall,2023-10-23,4.6,5.1
608,228,2023-Fall,2023-10-29,4.5,5.8
609,229,2023-Fall,2023-10-20,6.1,6.8
610,231,2023-Fall,2023-10-23,9.7,7.7
611,234,2023-Fall,2023-10-05,9.2,3.7
612,235,2023-Fall,2023-10-29,5.9,5.6
613,236,2023-Fall,2023-10-01,7.2,9.7
614,237,2023-Fall,2023-10-15,7.2,4.2
615,241,2023-Fall,2023-10-29,5.6,3.6
616,242,2023-Fall,2023-10-06,4.4,5.0
617,244,2023-Fall,2023-10-05,4.2,9.4
618,247,2023-Fall,2023-10-21,5.5,7.8
619,249,2023-Fall,2023-10-20,9.7,6.4
620,250,2023-Fall,2023-10-19,6.1,4.1
621,252,2023-Fall,2023-10-09,9.7,9.1
622,253,2023-Fall,2023-10-11,9.2,3.4
623,254,2023-Fall,2023-10-10,5.2,9.8
624,255,2023-Fall,2023-10-09,8.2,8.2
625,256,2023-Fall,2023-10-03,5.6,3.2
626,259,2023-Fall,2023-10-19,3.6,5.6
627,262,2023-Fall,2023-10-02,7.9,4.8
628,263,2023-Fall,2023-10-12,8.6,8.8
629,265,2023-Fall,2023-10-11,4.3,5.4
630,266,2023-Fall,2023-10-07,6.6,4.8
631,269,2023-Fall,2023-10-22,9.3,8.9
632,271,2023-Fall,2023-10-05,8.6,3.7
633,272,2023-Fall,2023-10-12,3.9,6.9
634,273,2023-Fall,2023-10-03,8.9,3.1
635,274,2023-Fall,2023-10-26,5.6,9.2
636,275,2023-Fall,2023-10-19,7.4,8.9
637,276,2023-Fall,2023-10-28,5.6,7.5
638,277,2023-Fall,2023-10-02,7.9,4.4
639,279,2023-Fall,2023-10-03,8.0,3.6
640,282,2023-Fall,2023-10-22,5.0,3.3
641,283,2023-Fall,2023-10-11,7.4,4.3
642,286,2023-Fall,2023-10-23,4.7,5.0
643,287,2023-Fall,2023-10-28,8.9,6.0
644,288,2023-Fall,2023-10-03,4.6,4.3
645,289,2023-Fall,2023-10-18,7.1,4.3
646,290,2023-Fall,2023-10-25,4.0,4.3
647,291,2023-Fall,2023-10-08,4.5,7.3
648,292,2023-Fall,2023-10-20,6.1,7.4
649,293,2023-Fall,2023-10-09,8.7,8.0
650,294,2023-Fall,2023-10-21,9.1,7.6
651,295,2023-Fall,2023-10-06,3.9,3.4
652,296,2023-Fall,2023-10-24,3.9,8.1
653,297,2023-Fall,2023-10-22,8.3,7.9
654,298,2023-Fall,2023-10-24,7.7,5.2
655,303,2023-Fall,2023-10-31,3.9,4.8
656,305,2023-Fall,2023-10-24,8.6,5.5
657,306,2023-Fall,2023-10-16,5.5,9.8
658,307,2023-Fall,2023-10-19,4.6,7.7
659,308,2023-Fall,2023-10-29,6.4,9.3
660,311,2023-Fall,2023-10-29,6.4,4.0
661,313,2023-Fall,2023-10-31,3.7,3.9
662,314,2023-Fall,2023-10-28,7.5,5.7
663,315,2023-Fall,2023-10-26,8.6,9.2
664,316,2023-Fall,2023-10-31,4.7,3.6
665,317,2023-Fall,2023-10-05,5.2,4.3
666,318,2023-Fall,2023-10-06,5.4,9.5
667,320,2023-Fall,2023-10-08,4.7,7.1
668,321,2023-Fall,2023-10-14,9.5,4.1
669,324,2023-Fall,2023-10-31,4.2,9.5
670,326,2023-Fall,2023-10-05,5.0,9.4
671,329,2023-Fall,2023-10-01,9.5,7.3
672,330,2023-Fall,2023-10-10,7.8,5.9
673,331,2023-Fall,2023-10-05,6.8,5.3
674,332,2023-Fall,2023-10-23,8.9,5.5
675,334,2023-Fall,2023-10-15,5.8,4.7
676,339,2023-Fall,2023-10-29,9.6,8.4
677,340,2023-Fall,2023-10-19,8.5,7.7
678,344,2023-Fall,2023-10-30,4.9,7.0
679,345,2023-Fall,2023-10-27,5.1,6.8
680,347,2023-Fall,2023-10-29,4.1,8.1
681,348,2023-Fall,2023-10-03,6.8,6.1
682,352,2023-Fall,2023-10-13,8.4,8.4
683,353,2023-Fall,2023-10-05,5.8,8.3
684,354,2023-Fall,2023-10-08,7.5,5.2
685,356,2023-Fall,2023-10-05,8.4,9.5
686,357,2023-Fall,2023-10-11,7.3,6.6
687,359,2023-Fall,2023-10-31,9.3,7.1
688,360,2023-Fall,2023-10-02,8.1,4.3
689,362,2023-Fall,2023-10-26,5.9,7.8
690,364,2023-Fall,2023-10-07,4.4,3.2
691,365,2023-Fall,2023-10-25,6.2,5.5
692,368,2023-Fall,2023-10-13,7.0,7.0
693,370,2023-Fall,2023-10-09,6.4,4.3
694,371,2023-Fall,2023-10-10,4.5,3.9
695,373,2023-Fall,2023-10-28,5.6,6.2
696,374,2023-Fall,2023-10-27,8.0,6.7
697,375,2023-Fall,2023-10-21,5.5,4.2
698,376,2023-Fall,2023-10-25,3.7,4.9
699,377,2023-Fall,2023-10-19,3.7,6.5
700,380,2023-Fall,2023-10-30,3.9,4.0
701,381,2023-Fall,2023-10-31,8.0,3.6
702,382,2023-Fall,2023-10-12,5.6,5.8
703,384,2023-Fall,2023-10-18,3.9,5.8
704,387,2023-Fall,2023-10-03,8.6,6.0
705,389,2023-Fall,2023-10-30,9.0,4.5
706,390,2023-Fall,2023-10-22,7.0,3.4
707,393,2023-Fall,2023-10-02,3.8,8.2
708,396,2023-Fall,2023-10-11,5.5,8.1
709,397,2023-Fall,2023-10-01,6.7,5.0
710,398,2023-Fall,2023-10-23,7.9,6.7
711,399,2023-Fall,2023-10-19,3.7,4.6
712,400,2023-Fall,2023-10-12,7.9,7.0
713,401,2023-Fall,2023-10-29,8.7,5.7
714,402,2023-Fall,2023-10-01,9.3,8.1
715,403,2023-Fall,2023-10-18,5.9,5.6
716,407,2023-Fall,2023-10-07,5.6,4.8
717,408,2023-Fall,2023-10-10,6.3,6.0
718,410,2023-Fall,2023-10-25,6.1,4.3
719,411,2023-Fall,2023-10-26,4.2,9.3
720,412,2023-Fall,2023-10-25,7.1,8.1
721,414,2023-Fall,2023-10-29,7.2,5.1
722,415,2023-Fall,2023-10-21,7.4,6.9
723,418,2023-Fall,2023-10-17,3.7,3.1
724,421,2023-Fall,2023-10-31,8.0,7.9
725,423,2023-Fall,2023-10-13,7.3,4.1
726,424,2023-Fall,2023-10-18,7.3,8.4
727,425,2023-Fall,2023-10-31,5.1,7.2
728,428,2023-Fall,2023-10-28,3.6,4.9
729,429,2023-Fall,2023-10-15,5.9,6.9
730,430,2023-Fall,2023-10-02,5.8,7.4
731,433,2023-Fall,2023-10-09,6.1,3.2
732,436,2023-Fall,2023-10-09,6.4,9.3
733,439,2023-Fall,2023-10-21,8.2,7.6
734,440,2023-Fall,2023-10-30,9.4,4.2
735,441,2023-Fall,2023-10-24,5.0,8.9
736,442,2023-Fall,2023-10-18,5.2,3.2
737,443,2023-Fall,2023-10-03,8.1,4.0
738,444,2023-Fall,2023-10-22,5.9,3.3
739,445,2023-Fall,2023-10-15,6.1,9.6
740,446,2023-Fall,2023-10-02,7.6,9.5
741,450,2023-Fall,2023-10-09,3.7,4.8
742,452,2023-Fall,2023-10-15,8.6,9.8
743,453,2023-Fall,2023-10-19,8.8,6.0
744,455,2023-Fall,2023-10-08,8.0,8.0
745,456,2023-Fall,2023-10-03,7.3,6.1
746,457,2023-Fall,2023-10-06,5.9,9.1
747,459,2023-Fall,2023-10-11,8.1,5.4
748,460,2023-Fall,2023-10-13,5.8,9.7
749,463,2023-Fall,2023-10-22,8.2,6.4
750,464,2023-Fall,2023-10-12,9.6,3.6
751,465,2023-Fall,2023-10-05,5.6,5.4
752,466,2023-Fall,2023-10-25,6.9,7.6
753,468,2023-Fall,2023-10-30,8.9,7.3
754,469,2023-Fall,2023-10-18,7.5,8.1
755,471,2023-Fall,2023-10-27,8.5,8.6
756,472,2023-Fall,2023-10-27,6.1,3.8
757,474,2023-Fall,2023-10-02,6.8,6.9
758,475,2023-Fall,2023-10-18,7.7,4.1
759,476,2023-Fall,2023-10-23,8.5,6.3
760,477,2023-Fall,2023-10-27,8.5,6.7
761,478,2023-Fall,2023-10-22,8.7,4.5
762,479,2023-Fall,2023-10-14,7.8,9.7
763,480,2023-Fall,2023-10-21,6.4,8.7
764,482,2023-Fall,2023-10-01,9.1,9.6
765,484,2023-Fall,2023-10-30,4.0,9.5
766,485,2023-Fall,2023-10-13,5.4,4.4
767,486,2023-Fall,2023-10-31,8.6,3.2
768,487,2023-Fall,2023-10-04,4.8,8.6
769,489,2023-Fall,2023-10-15,9.5,5.9
770,490,2023-Fall,2023-10-13,3.6,7.1
771,491,2023-Fall,2023-10-12,4.8,5.9
772,2,2024-Spring,2024-04-12,6.8,4.5
773,3,2024-Spring,2024-04-07,9.5,3.2
774,9,2024-Spring,2024-04-23,8.8,8.8
775,10,2024-Spring,2024-04-13,3.7,9.7
776,11,2024-Spring,2024-04-28,6.4,7.9
777,13,2024-Spring,2024-04-09,6.6,8.4
778,16,2024-Spring,2024-04-23,9.1,8.4
779,17,2024-Spring,2024-04-25,9.4,9.2
780,18,2024-Spring,2024-04-07,5.8,4.6
781,19,2024-Spring,2024-04-16,9.7,4.8
782,20,2024-Spring,2024-04-24,7.2,6.4
783,22,2024-Spring,2024-04-07,9.2,3.9
784,23,2024-Spring,2024-04-10,5.8,6.6
785,26,2024-Spring,2024-04-30,8.8,7.2
786,29,2024-Spring,2024-04-27,5.7,8.2
787,30,2024-Spring,2024-04-11,8.5,5.5
788,31,2024-Spring,2024-04-10,8.8,4.2
789,33,2024-Spring,2024-04-15,9.0,4.9
790,34,2024-Spring,2024-04-25,8.0,9.7
791,35,2024-Spring,2024-04-13,4.3,8.5
792,36,2024-Spring,2024-04-22,9.5,7.4
793,39,2024-Spring,2024-04-08,8.5,4.1
794,40,2024-Spring,2024-04-04,5.4,5.2
795,42,2024-Spring,2024-04-23,8.6,6.1
796,43,2024-Spring,2024-04-22,8.4,4.5
797,46,2024-Spring,2024-04-18,7.6,8.0
798,47,2024-Spring,2024-04-17,8.7,9.3
799,48,2024-Spring,2024-04-04,4.0,8.0
800,49,2024-Spring,2024-04-30,9.4,4.9
801,50,2024-Spring,2024-04-12,8.6,7.5
802,52,2024-Spring,2024-04-29,9.2,8.4
803,53,2024-Spring,2024-04-28,7.8,9.1
804,54,2024-Spring,2024-04-04,6.6,7.4
805,55,2024-Spring,2024-04-21,9.4,7.6
806,60,2024-Spring,2024-04-11,9.0,8.6
807,61,2024-Spring,2024-04-15,6.4,3.9
808,62,2024-Spring,2024-04-22,5.5,4.3
809,63,2024-Spring,2024-04-04,5.3,3.4
810,66,2024-Spring,2024-04-12,8.6,8.5
811,68,2024-Spring,2024-04-30,9.4,5.2
812,70,2024-Spring,2024-04-02,3.7,9.3
813,71,2024-Spring,2024-04-22,4.6,3.9
814,72,2024-Spring,2024-04-11,6.4,8.8
815,73,2024-Spring,2024-04-14,3.7,5.0
816,77,2024-Spring,2024-04-30,4.9,5.7
817,81,2024-Spring,2024-04-06,9.2,4.3
818,82,2024-Spring,2024-04-20,5.7,7.8
819,84,2024-Spring,2024-04-13,4.6,7.9
820,86,2024-Spring,2024-04-06,7.1,7.3
821,88,2024-Spring,2024-04-08,5.7,7.9
822,91,2024-Spring,2024-04-29,8.9,7.6
823,94,2024-Spring,2024-04-05,7.5,8.2
824,96,2024-Spring,2024-04-23,7.4,9.1
825,97,2024-Spring,2024-04-06,3.5,5.5
826,98,2024-Spring,2024-04-23,8.7,8.3
827,100,2024-Spring,2024-04-12,4.9,4.5
828,101,2024-Spring,2024-04-17,5.7,3.2
829,102,2024-Spring,2024-04-30,3.8,9.6
830,103,2024-Spring,2024-04-06,6.0,6.4
831,110,2024-Spring,2024-04-02,4.1,6.3
832,111,2024-Spring,2024-04-04,5.7,8.7
833,113,2024-Spring,2024-04-29,9.6,7.6
834,116,2024-Spring,2024-04-06,7.9,9.6
835,118,2024-Spring,2024-04-26,8.8,6.0
836,121,2024-Spring,2024-04-28,5.1,5.7
837,122,2024-Spring,2024-04-15,8.2,3.9
838,123,2024-Spring,2024-04-07,9.7,9.7
839,124,2024-Spring,2024-04-06,9.3,6.5
840,125,2024-Spring,2024-04-25,7.3,4.7
841,126,2024-Spring,2024-04-18,9.7,8.8
842,127,2024-Spring,2024-04-23,8.6,9.7
843,128,2024-Spring,2024-04-06,4.6,9.5
844,129,2024-Spring,2024-04-13,4.7,9.0
845,131,2024-Spring,2024-04-12,7.6,9.1
846,133,2024-Spring,2024-04-29,7.5,7.9
847,136,2024-Spring,2024-04-28,7.6,6.6
848,137,2024-Spring,2024-04-22,8.5,4.9
849,140,2024-Spring,2024-04-22,5.5,8.8
850,144,2024-Spring,2024-04-11,4.4,9.0
851,145,2024-Spring,2024-04-25,5.9,5.7
852,146,2024-Spring,2024-04-26,5.3,5.7
853,147,2024-Spring,2024-04-24,6.5,5.5
854,148,2024-Spring,2024-04-24,5.2,6.2
855,149,2024-Spring,2024-04-09,7.1,8.4
856,152,2024-Spring,2024-04-12,4.0,9.6
857,153,2024-Spring,2024-04-03,7.1,9.2
858,154,2024-Spring,2024-04-14,5.2,6.9
859,155,2024-Spring,2024-04-19,8.0,7.0
860,156,2024-Spring,2024-04-11,6.3,6.4
861,160,2024-Spring,2024-04-26,3.5,3.9
862,161,2024-Spring,2024-04-14,9.7,7.5
863,162,2024-Spring,2024-04-28,7.6,3.7
864,164,2024-Spring,2024-04-10,4.0,4.4
865,166,2024-Spring,2024-04-23,6.2,9.4
866,167,2024-Spring,2024-04-18,7.1,6.1
867,168,2024-Spring,2024-04-17,6.5,3.5
868,169,2024-Spring,2024-04-29,6.5,3.5
869,170,2024-Spring,2024-04-25,4.7,6.0
870,171,2024-Spring,2024-04-25,3.7,9.5
871,176,2024-Spring,2024-04-16,7.6,5.9
872,177,2024-Spring,2024-04-21,9.4,9.4
873,182,2024-Spring,2024-04-04,7.3,7.3
874,183,2024-Spring,2024-04-10,4.7,9.5
875,184,2024-Spring,2024-04-26,7.1,5.3
876,185,2024-Spring,2024-04-05,3.8,3.8
877,186,2024-Spring,2024-04-27,3.6,5.4
878,188,2024-Spring,2024-04-10,7.0,6.1
879,191,2024-Spring,2024-04-23,3.8,4.0
880,194,2024-Spring,2024-04-10,5.4,7.5
881,195,2024-Spring,2024-04-13,5.4,6.0
882,196,2024-Spring,2024-04-10,9.1,3.6
883,199,2024-Spring,2024-04-12,6.2,9.7
884,200,2024-Spring,2024-04-11,3.7,5.8
885,201,2024-Spring,2024-04-23,4.9,4.4
886,202,2024-Spring,2024-04-13,9.6,6.8
887,203,2024-Spring,2024-04-15,6.3,3.7
888,204,2024-Spring,2024-04-21,5.8,6.9
889,205,2024-Spring,2024-04-11,4.8,7.7
890,206,2024-Spring,2024-04-24,3.6,5.5
891,207,2024-Spring,2024-04-17,4.5,5.8
892,208,2024-Spring,2024-04-10,5.0,3.5
893,209,2024-Spring,2024-04-10,9.3,7.2
894,210,2024-Spring,2024-04-19,8.3,7.2
895,211,2024-Spring,2024-04-10,6.1,6.0
896,212,2024-Spring,2024-04-11,8.2,8.9
897,214,2024-Spring,2024-04-08,5.4,4.8
898,216,2024-Spring,2024-04-29,5.4,3.8
899,217,2024-Spring,2024-04-20,7.2,8.1
900,219,2024-Spring,2024-04-23,9.5,4.8
901,220,2024-Spring,2024-04-10,4.9,9.0
902,222,2024-Spring,2024-04-17,8.3,8.7
903,224,2024-Spring,2024-04-08,3.8,5.2
904,225,2024-Spring,2024-04-20,8.1,7.9
905,226,2024-Spring,2024-04-19,7.7,6.6
906,228,2024-Spring,2024-04-28,9.4,3.7
907,229,2024-Spring,2024-04-01,9.8,8.2
908,231,2024-Spring,2024-04-02,7.9,3.8
909,232,2024-Spring,2024-04-02,6.5,5.0
910,234,2024-Spring,2024-04-10,7.5,8.3
911,235,2024-Spring,2024-04-16,8.5,3.9
912,237,2024-Spring,2024-04-01,3.8,4.9
913,238,2024-Spring,2024-04-10,5.9,3.4
914,240,2024-Spring,2024-04-02,8.7,4.0
915,242,2024-Spring,2024-04-05,8.4,4.4
916,245,2024-Spring,2024-04-13,8.9,6.6
917,247,2024-Spring,2024-04-07,5.6,5.3
918,248,2024-Spring,2024-04-16,9.6,6.8
919,249,2024-Spring,2024-04-26,4.0,6.9
920,250,2024-Spring,2024-04-03,5.1,5.5
921,251,2024-Spring,2024-04-09,7.9,5.7
922,252,2024-Spring,2024-04-03,4.9,6.7
923,253,2024-Spring,2024-04-29,4.8,9.1
924,254,2024-Spring,2024-04-14,4.5,7.6
925,255,2024-Spring,2024-04-28,5.1,5.1
926,256,2024-Spring,2024-04-09,6.1,7.5
927,257,2024-Spring,2024-04-08,7.7,7.9
928,259,2024-Spring,2024-04-24,7.9,8.4
929,260,2024-Spring,2024-04-27,6.9,3.2
930,262,2024-Spring,2024-04-29,9.7,7.4
931,265,2024-Spring,2024-04-09,5.9,7.0
932,266,2024-Spring,2024-04-29,8.6,3.6
933,267,2024-Spring,2024-04-16,6.3,4.9
934,268,2024-Spring,2024-04-07,9.8,5.1
935,271,2024-Spring,2024-04-08,6.9,8.4
936,272,2024-Spring,2024-04-02,4.5,8.5
937,273,2024-Spring,2024-04-09,6.2,5.3
938,274,2024-Spring,2024-04-11,8.1,8.1
939,276,2024-Spring,2024-04-05,6.8,4.0
940,278,2024-Spring,2024-04-01,4.3,5.7
941,282,2024-Spring,2024-04-29,3.6,3.1
942,283,2024-Spring,2024-04-14,6.5,3.5
943,285,2024-Spring,2024-04-14,8.4,5.5
944,287,2024-Spring,2024-04-14,4.4,6.3
945,288,2024-Spring,2024-04-25,8.6,4.7
946,290,2024-Spring,2024-04-21,5.8,3.4
947,292,2024-Spring,2024-04-08,8.1,6.8
948,293,2024-Spring,2024-04-16,4.6,3.2
949,294,2024-Spring,2024-04-30,9.5,3.9
950,296,2024-Spring,2024-04-10,6.4,9.4
951,304,2024-Spring,2024-04-15,8.0,9.5
952,305,2024-Spring,2024-04-05,5.3,9.0
953,306,2024-Spring,2024-04-27,9.0,5.8
954,308,2024-Spring,2024-04-18,6.4,8.3
955,309,2024-Spring,2024-04-30,6.5,7.3
956,310,2024-Spring,2024-04-27,5.1,3.7
957,312,2024-Spring,2024-04-28,4.7,4.8
958,313,2024-Spring,2024-04-21,6.9,6.7
959,315,2024-Spring,2024-04-22,6.5,4.0
960,316,2024-Spring,2024-04-30,3.9,4.1
961,317,2024-Spring,2024-04-26,9.5,8.3
962,318,2024-Spring,2024-04-13,8.3,4.9
963,320,2024-Spring,2024-04-17,8.1,4.0
964,321,2024-Spring,2024-04-08,7.5,6.1
965,324,2024-Spring,2024-04-06,4.1,3.6
966,326,2024-Spring,2024-04-15,9.6,3.3
967,331,2024-Spring,2024-04-26,9.3,7.2
968,332,2024-Spring,2024-04-29,9.6,3.5
969,335,2024-Spring,2024-04-23,3.7,7.3
970,336,2024-Spring,2024-04-05,5.7,7.0
971,337,2024-Spring,2024-04-09,7.9,4.2
972,338,2024-Spring,2024-04-29,9.2,3.7
973,339,2024-Spring,2024-04-06,4.4,6.3
974,340,2024-Spring,2024-04-09,5.1,6.8
975,341,2024-Spring,2024-04-01,5.8,5.0
976,343,2024-Spring,2024-04-13,4.6,7.6
977,345,2024-Spring,2024-04-29,7.6,8.8
978,346,2024-Spring,2024-04-07,8.2,3.0
979,347,2024-Spring,2024-04-07,4.8,5.0
980,348,2024-Spring,2024-04-29,9.2,3.1
981,349,2024-Spring,2024-04-17,6.6,7.1
982,351,2024-Spring,2024-04-15,3.6,4.1
983,355,2024-Spring,2024-04-13,8.3,7.7
984,356,2024-Spring,2024-04-25,9.0,4.3
985,358,2024-Spring,2024-04-20,7.9,4.2
986,359,2024-Spring,2024-04-22,4.8,9.4
987,360,2024-Spring,2024-04-11,6.1,4.8
988,361,2024-Spring,2024-04-16,6.5,8.4
989,362,2024-Spring,2024-04-12,7.1,3.1
990,363,2024-Spring,2024-04-13,5.7,3.6
991,365,2024-Spring,2024-04-21,5.8,7.9
992,366,2024-Spring,2024-04-19,5.3,3.5
993,370,2024-Spring,2024-04-05,7.2,5.1
994,371,2024-Spring,2024-04-19,6.0,6.0
995,372,2024-Spring,2024-04-24,8.6,7.4
996,373,2024-Spring,2024-04-20,8.1,7.5
997,375,2024-Spring,2024-04-13,4.0,7.5
998,376,2024-Spring,2024-04-01,7.6,6.7
999,377,2024-Spring,2024-04-07,8.1,4.5
1000,378,2024-Spring,2024-04-28,3.8,4.9
1001,379,2024-Spring,2024-04-28,4.9,8.8
1002,380,2024-Spring,2024-04-21,4.0,8.8
1003,381,2024-Spring,2024-04-27,4.6,3.5
1004,383,2024-Spring,2024-04-30,9.1,7.8
1005,384,2024-Spring,2024-04-28,6.2,5.8
1006,386,2024-Spring,2024-04-13,5.4,3.1
1007,389,2024-Spring,2024-04-11,5.2,6.7
1008,390,2024-Spring,2024-04-10,8.2,8.7
1009,391,2024-Spring,2024-04-02,8.5,4.2
1010,395,2024-Spring,2024-04-21,6.8,4.7
1011,396,2024-Spring,2024-04-11,8.4,9.5
1012,397,2024-Spring,2024-04-10,9.5,5.7
1013,398,2024-Spring,2024-04-24,4.2,6.0
1014,400,2024-Spring,2024-04-10,7.6,3.8
1015,401,2024-Spring,2024-04-30,6.2,4.0
1016,402,2024-Spring,2024-04-06,3.6,7.7
1017,403,2024-Spring,2024-04-06,7.4,6.6
1018,405,2024-Spring,2024-04-24,6.6,6.5
1019,411,2024-Spring,2024-04-16,8.9,6.0
1020,413,2024-Spring,2024-04-20,7.2,7.2
1021,414,2024-Spring,2024-04-17,4.1,4.1
1022,417,2024-Spring,2024-04-18,3.6,4.5
1023,418,2024-Spring,2024-04-14,3.6,7.7
1024,420,2024-Spring,2024-04-01,3.9,5.4
1025,421,2024-Spring,2024-04-06,6.9,4.3
1026,423,2024-Spring,2024-04-28,4.1,5.2
1027,424,2024-Spring,2024-04-26,4.6,4.7
1028,425,2024-Spring,2024-04-08,7.0,3.0
1029,426,2024-Spring,2024-04-23,4.5,5.8
1030,428,2024-Spring,2024-04-25,7.1,7.2
1031,429,2024-Spring,2024-04-13,6.9,5.9
1032,434,2024-Spring,2024-04-18,9.8,4.4
1033,436,2024-Spring,2024-04-13,7.7,9.0
1034,437,2024-Spring,2024-04-27,6.5,9.1
1035,438,2024-Spring,2024-04-11,7.5,9.0
1036,443,2024-Spring,2024-04-15,4.2,6.0
1037,444,2024-Spring,2024-04-25,4.2,9.6
1038,445,2024-Spring,2024-04-22,6.7,4.1
1039,448,2024-Spring,2024-04-22,6.9,6.5
1040,450,2024-Spring,2024-04-06,6.4,7.1
1041,452,2024-Spring,2024-04-11,8.0,8.2
1042,454,2024-Spring,2024-04-29,6.5,5.6
1043,455,2024-Spring,2024-04-14,8.3,7.9
1044,457,2024-Spring,2024-04-21,9.2,6.7
1045,458,2024-Spring,2024-04-21,8.6,4.7
1046,459,2024-Spring,2024-04-05,6.4,6.0
1047,460,2024-Spring,2024-04-15,9.3,7.7
1048,461,2024-Spring,2024-04-19,6.1,8.8
1049,463,2024-Spring,2024-04-18,7.9,5.4
1050,464,2024-Spring,2024-04-24,7.8,9.7
1051,466,2024-Spring,2024-04-13,5.9,7.7
1052,468,2024-Spring,2024-04-25,4.6,8.9
1053,469,2024-Spring,2024-04-04,4.4,6.0
1054,470,2024-Spring,2024-04-17,7.2,9.1
1055,472,2024-Spring,2024-04-11,4.9,4.9
1056,474,2024-Spring,2024-04-21,3.6,6.0
1057,475,2024-Spring,2024-04-05,7.1,7.1
1058,476,2024-Spring,2024-04-21,6.5,8.2
1059,477,2024-Spring,2024-04-19,9.7,5.1
1060,479,2024-Spring,2024-04-13,6.6,6.8
1061,480,2024-Spring,2024-04-20,6.4,7.7
1062,481,2024-Spring,2024-04-18,5.7,7.2
1063,482,2024-Spring,2024-04-13,5.2,9.5
1064,483,2024-Spring,2024-04-20,8.6,8.8
1065,484,2024-Spring,2024-04-15,5.0,8.7
1066,485,2024-Spring,2024-04-21,5.7,5.7
1067,486,2024-Spring,2024-04-26,6.9,9.8
1068,487,2024-Spring,2024-04-19,6.9,4.8
1069,488,2024-Spring,2024-04-26,7.3,7.5
