requisition_id,department_id,job_title,opened_date,closed_date,status,source_channel
343,14,Junior Facilities Specialist,2023-07-05,2023-09-08,Filled,Agency
344,2,Senior Frontend Specialist,2023-08-28,2023-09-24,Filled,LinkedIn
345,15,Mid IT Specialist,2023-08-12,2023-09-28,Filled,LinkedIn
346,9,Mid Sales Development Specialist,2023-08-08,2023-09-13,Filled,Career Site
347,1,Senior Backend Specialist,2023-07-24,2023-09-16,Filled,Career Site
348,8,Senior SMB Sales Specialist,2023-08-23,2023-09-16,Filled,Employee Referral
349,9,Junior Sales Development Specialist,2023-08-13,2023-09-03,Filled,Job Board
350,7,"Lead, Enterprise Sales",2023-08-07,2023-09-11,Filled,Job Board
351,9,Mid Sales Development Specialist,2023-07-19,2023-09-21,Filled,LinkedIn
352,12,Junior Support Specialist,2023-07-29,2023-09-13,Filled,Agency
353,17,Junior FP&A Specialist,2023-08-29,2023-09-16,Filled,LinkedIn
354,16,Senior Accounting Specialist,2023-09-12,2023-10-25,Filled,LinkedIn
355,8,Senior SMB Sales Specialist,2023-08-29,2023-10-05,Filled,LinkedIn
356,13,Junior Onboarding Specialist,2023-09-07,2023-10-05,Filled,Job Board
357,5,Mid Product Management Specialist,2023-08-23,2023-10-27,Filled,Employee Referral
358,8,Mid SMB Sales Specialist,2023-09-28,2023-10-22,Filled,Job Board
359,11,"Lead, Brand Marketing",2023-09-20,2023-10-10,Filled,Employee Referral
360,10,Senior Growth Marketing Specialist,2023-08-11,2023-10-14,Filled,Job Board
361,16,Mid Accounting Specialist,2023-09-17,2023-10-22,Filled,Agency
362,11,Mid Brand Marketing Specialist,2023-08-23,2023-10-11,Filled,LinkedIn
363,9,Mid Sales Development Specialist,2023-09-01,2023-10-22,Filled,Agency
364,10,"Lead, Growth Marketing",2023-08-25,2023-10-19,Filled,Job Board
365,12,Mid Support Specialist,2023-08-05,2023-10-02,Filled,Job Board
366,17,Senior FP&A Specialist,2023-08-24,2023-10-07,Filled,Agency
367,7,Mid Enterprise Sales Specialist,2023-08-21,2023-10-22,Filled,Career Site
368,6,"Manager, Product Design",2023-09-26,2023-10-25,Filled,Agency
369,7,Senior Enterprise Sales Specialist,2023-09-25,2023-10-18,Filled,Job Board
370,9,"Lead, Sales Development",2023-08-21,2023-10-06,Filled,Agency
371,7,Junior Enterprise Sales Specialist,2023-08-12,2023-10-04,Filled,Employee Referral
372,17,Senior FP&A Specialist,2023-10-12,2023-11-21,Filled,LinkedIn
373,13,Junior Onboarding Specialist,2023-10-07,2023-11-25,Filled,Job Board
374,7,Junior Enterprise Sales Specialist,2023-09-16,2023-11-03,Filled,LinkedIn
375,14,Mid Facilities Specialist,2023-09-28,2023-11-28,Filled,Job Board
376,9,Mid Sales Development Specialist,2023-10-12,2023-11-15,Filled,Employee Referral
377,17,"Lead, FP&A",2023-10-14,2023-11-10,Filled,Career Site
378,9,Junior Sales Development Specialist,2023-09-30,2023-11-08,Filled,Agency
379,12,Senior Support Specialist,2023-10-01,2023-11-26,Filled,Employee Referral
380,8,Mid SMB Sales Specialist,2023-10-19,2023-11-23,Filled,Employee Referral
381,2,"Manager, Frontend",2023-10-14,2023-11-09,Filled,LinkedIn
382,3,Mid Platform Specialist,2023-11-19,2023-12-22,Filled,Agency
383,11,Mid Brand Marketing Specialist,2023-11-24,2023-12-16,Filled,LinkedIn
384,4,Junior QA Specialist,2023-11-14,2023-12-25,Filled,Career Site
385,2,Junior Frontend Specialist,2023-11-03,2023-12-14,Filled,Employee Referral
386,17,Senior FP&A Specialist,2023-10-21,2023-12-16,Filled,Employee Referral
387,8,Mid SMB Sales Specialist,2023-11-11,2023-12-01,Filled,Employee Referral
388,8,"Director, SMB Sales",2023-11-19,2023-12-26,Filled,Agency
389,8,"Lead, SMB Sales",2023-12-26,2024-01-14,Filled,Job Board
390,7,Mid Enterprise Sales Specialist,2023-12-28,2024-01-23,Filled,Employee Referral
391,12,Mid Support Specialist,2023-12-02,2024-01-02,Filled,Career Site
392,15,Senior IT Specialist,2023-12-17,2024-01-09,Filled,LinkedIn
393,8,"Lead, SMB Sales",2023-12-02,2024-01-29,Filled,Job Board
394,4,Mid QA Specialist,2023-12-29,2024-01-21,Filled,Career Site
395,19,Mid HR Business Partners Specialist,2023-12-06,2024-01-04,Filled,LinkedIn
396,9,"Lead, Sales Development",2023-12-24,2024-01-11,Filled,LinkedIn
397,8,Mid SMB Sales Specialist,2023-12-10,2024-01-23,Filled,Career Site
398,8,Mid SMB Sales Specialist,2023-12-06,2024-01-26,Filled,Job Board
399,9,Mid Sales Development Specialist,2023-11-25,2024-01-08,Filled,LinkedIn
400,10,Junior Growth Marketing Specialist,2023-12-25,2024-01-17,Filled,LinkedIn
401,13,Mid Onboarding Specialist,2023-12-16,2024-01-24,Filled,LinkedIn
402,8,"Lead, SMB Sales",2024-01-07,2024-01-26,Filled,Career Site
403,9,Mid Sales Development Specialist,2023-12-11,2024-01-07,Filled,Job Board
404,18,Junior Talent Acquisition Specialist,2023-11-23,2024-01-07,Filled,Employee Referral
405,9,Senior Sales Development Specialist,2023-11-20,2024-01-16,Filled,LinkedIn
406,13,Junior Onboarding Specialist,2023-12-03,2024-01-02,Filled,LinkedIn
407,16,Senior Accounting Specialist,2023-12-04,2024-01-30,Filled,Job Board
408,11,Senior Brand Marketing Specialist,2023-11-22,2024-01-15,Filled,Employee Referral
409,7,"Manager, Enterprise Sales",2023-11-11,2024-01-06,Filled,Job Board
410,9,"Manager, Sales Development",2023-11-09,2024-01-13,Filled,Job Board
411,17,Junior FP&A Specialist,2023-12-02,2024-01-10,Filled,Employee Referral
412,14,Mid Facilities Specialist,2023-12-28,2024-01-29,Filled,LinkedIn
413,8,"Director, SMB Sales",2023-11-26,2024-01-18,Filled,Employee Referral
414,3,Mid Platform Specialist,2023-11-22,2024-01-25,Filled,LinkedIn
415,11,"Manager, Brand Marketing",2023-12-15,2024-01-20,Filled,Agency
416,17,"Director, FP&A",2023-12-08,2024-01-04,Filled,Employee Referral
417,11,Senior Brand Marketing Specialist,2023-12-01,2024-01-14,Filled,Job Board
418,9,Mid Sales Development Specialist,2023-12-18,2024-01-26,Filled,Career Site
419,9,Junior Sales Development Specialist,2024-01-12,2024-02-03,Filled,Employee Referral
420,11,Mid Brand Marketing Specialist,2024-01-05,2024-02-03,Filled,Agency
421,18,Mid Talent Acquisition Specialist,2024-01-17,2024-02-21,Filled,LinkedIn
422,8,Mid SMB Sales Specialist,2023-12-28,2024-02-10,Filled,Job Board
423,1,Junior Backend Specialist,2024-02-05,2024-02-26,Filled,Career Site
424,1,Senior Backend Specialist,2024-01-16,2024-02-17,Filled,LinkedIn
425,7,Junior Enterprise Sales Specialist,2024-01-06,2024-02-06,Filled,Agency
426,3,Junior Platform Specialist,2024-01-01,2024-02-20,Filled,Career Site
427,8,Senior SMB Sales Specialist,2023-12-20,2024-02-18,Filled,Employee Referral
428,9,"Director, Sales Development",2024-01-05,2024-02-24,Filled,LinkedIn
429,7,Mid Enterprise Sales Specialist,2023-12-12,2024-02-02,Filled,LinkedIn
430,13,Senior Onboarding Specialist,2023-12-29,2024-02-16,Filled,Agency
431,10,Mid Growth Marketing Specialist,2023-12-22,2024-02-09,Filled,Job Board
432,13,"Lead, Onboarding",2024-01-21,2024-02-28,Filled,Employee Referral
433,9,"Manager, Sales Development",2023-12-19,2024-02-15,Filled,Employee Referral
434,8,Mid SMB Sales Specialist,2024-01-06,2024-02-02,Filled,Agency
435,14,Senior Facilities Specialist,2024-01-04,2024-02-13,Filled,LinkedIn
436,19,"Manager, HR Business Partners",2023-12-23,2024-02-22,Filled,LinkedIn
437,2,"Lead, Frontend",2024-01-09,2024-02-21,Filled,Career Site
438,9,Senior Sales Development Specialist,2024-01-04,2024-02-25,Filled,Agency
439,17,"Lead, FP&A",2023-12-12,2024-02-02,Filled,Employee Referral
440,19,Junior HR Business Partners Specialist,2024-01-30,2024-02-21,Filled,Job Board
441,8,Mid SMB Sales Specialist,2024-01-20,2024-02-18,Filled,LinkedIn
442,8,Senior SMB Sales Specialist,2024-01-16,2024-02-07,Filled,Career Site
443,10,Mid Growth Marketing Specialist,2023-12-14,2024-02-15,Filled,Agency
444,9,Mid Sales Development Specialist,2024-01-20,2024-02-07,Filled,Employee Referral
445,10,Mid Growth Marketing Specialist,2023-12-28,2024-02-08,Filled,Employee Referral
446,8,Junior SMB Sales Specialist,2023-11-29,2024-02-02,Filled,LinkedIn
447,5,Mid Product Management Specialist,2024-01-31,2024-03-25,Filled,LinkedIn
448,6,Senior Product Design Specialist,2024-01-14,2024-03-17,Filled,Employee Referral
449,18,Mid Talent Acquisition Specialist,2024-01-27,2024-03-16,Filled,Job Board
450,6,Mid Product Design Specialist,2024-02-11,2024-03-07,Filled,Career Site
451,2,"Lead, Frontend",2024-02-05,2024-03-17,Filled,LinkedIn
452,7,Junior Enterprise Sales Specialist,2024-02-13,2024-03-15,Filled,Agency
453,16,Junior Accounting Specialist,2024-01-20,2024-03-17,Filled,LinkedIn
454,16,Junior Accounting Specialist,2024-01-29,2024-03-26,Filled,Employee Referral
455,9,Senior Sales Development Specialist,2024-02-12,2024-03-16,Filled,Agency
456,5,"Manager, Product Management",2024-01-10,2024-03-05,Filled,Employee Referral
457,8,"Manager, SMB Sales",2024-01-05,2024-03-10,Filled,Agency
458,10,Senior Growth Marketing Specialist,2024-02-27,2024-03-24,Filled,LinkedIn
459,15,"Director, IT",2024-02-23,2024-03-14,Filled,LinkedIn
460,10,Senior Growth Marketing Specialist,2024-02-23,2024-03-19,Filled,Job Board
461,6,Mid Product Design Specialist,2024-02-11,2024-03-11,Filled,Job Board
462,7,Senior Enterprise Sales Specialist,2024-01-15,2024-03-17,Filled,Career Site
463,8,"Lead, SMB Sales",2024-01-31,2024-03-21,Filled,Career Site
464,7,"Manager, Enterprise Sales",2024-03-07,2024-03-31,Filled,Job Board
465,4,Junior QA Specialist,2024-01-15,2024-03-20,Filled,LinkedIn
466,7,Mid Enterprise Sales Specialist,2024-02-10,2024-03-09,Filled,Job Board
467,12,Mid Support Specialist,2024-02-10,2024-03-22,Filled,Employee Referral
468,4,"Manager, QA",2024-01-05,2024-03-05,Filled,Job Board
469,9,Junior Sales Development Specialist,2024-02-28,2024-03-24,Filled,Job Board
470,8,Junior SMB Sales Specialist,2024-02-17,2024-03-07,Filled,LinkedIn
471,6,Mid Product Design Specialist,2024-03-14,2024-04-01,Filled,LinkedIn
472,2,"Director, Frontend",2024-03-02,2024-04-07,Filled,LinkedIn
473,9,Junior Sales Development Specialist,2024-03-28,2024-04-21,Filled,LinkedIn
474,1,"Manager, Backend",2024-03-08,2024-04-29,Filled,Employee Referral
475,7,Junior Enterprise Sales Specialist,2024-03-06,2024-04-01,Filled,Job Board
476,17,"Manager, FP&A",2024-02-19,2024-04-11,Filled,Employee Referral
477,5,Senior Product Management Specialist,2024-03-22,2024-04-24,Filled,Employee Referral
478,17,Mid FP&A Specialist,2024-02-18,2024-04-05,Filled,Agency
479,17,Junior FP&A Specialist,2024-03-05,2024-04-04,Filled,Employee Referral
480,11,Senior Brand Marketing Specialist,2024-02-29,2024-04-20,Filled,Employee Referral
481,1,Senior Backend Specialist,2024-03-02,2024-04-12,Filled,LinkedIn
482,9,Senior Sales Development Specialist,2024-03-18,2024-04-11,Filled,Employee Referral
483,2,Mid Frontend Specialist,2024-03-25,2024-04-25,Filled,LinkedIn
484,18,"Manager, Talent Acquisition",2024-03-11,2024-04-17,Filled,Agency
485,4,"Lead, QA",2024-03-19,2024-04-24,Filled,Employee Referral
486,11,Junior Brand Marketing Specialist,2024-02-01,2024-04-05,Filled,LinkedIn
487,8,Senior SMB Sales Specialist,2024-02-07,2024-04-12,Filled,LinkedIn
488,6,Mid Product Design Specialist,2024-02-13,2024-04-02,Filled,Employee Referral
489,16,Mid Accounting Specialist,2024-02-24,2024-04-08,Filled,LinkedIn
490,7,Junior Enterprise Sales Specialist,2024-02-21,2024-04-07,Filled,Employee Referral
491,17,Senior FP&A Specialist,2024-02-08,2024-04-04,Filled,LinkedIn
492,7,Senior Enterprise Sales Specialist,2024-04-09,2024-04-28,Filled,LinkedIn
493,10,Junior Growth Marketing Specialist,2024-03-26,2024-04-13,Filled,Employee Referral
494,9,"Director, Sales Development",2024-03-23,2024-04-12,Filled,Employee Referral
495,3,"Lead, Platform",2024-03-14,2024-04-17,Filled,LinkedIn
496,19,"Director, HR Business Partners",2024-02-19,2024-04-13,Filled,Employee Referral
497,11,Junior Brand Marketing Specialist,2024-03-19,2024-04-13,Filled,LinkedIn
498,6,Senior Product Design Specialist,2024-03-18,2024-04-14,Filled,LinkedIn
499,10,"Manager, Growth Marketing",2024-04-19,2024-05-30,Filled,LinkedIn
500,9,"Lead, Sales Development",2024-03-19,2024-05-08,Filled,Employee Referral
501,8,Junior SMB Sales Specialist,2024-03-20,2024-05-24,Filled,LinkedIn
502,2,"Manager, Frontend",2024-03-10,2024-05-08,Filled,Agency
503,7,Junior Enterprise Sales Specialist,2024-03-25,2024-05-14,Filled,Job Board
504,7,Junior Enterprise Sales Specialist,2024-04-20,2024-05-29,Filled,Career Site
505,8,Junior SMB Sales Specialist,2024-03-18,2024-05-13,Filled,Employee Referral
506,7,Senior Enterprise Sales Specialist,2024-04-11,2024-05-26,Filled,LinkedIn
507,11,Senior Brand Marketing Specialist,2024-04-04,2024-05-03,Filled,Employee Referral
508,8,Mid SMB Sales Specialist,2024-03-21,2024-05-08,Filled,Employee Referral
509,16,Senior Accounting Specialist,2024-03-28,2024-05-18,Filled,LinkedIn
510,2,Senior Frontend Specialist,2024-04-15,2024-05-23,Filled,Job Board
511,9,Senior Sales Development Specialist,2024-05-02,2024-05-27,Filled,LinkedIn
512,9,Junior Sales Development Specialist,2024-03-18,2024-05-07,Filled,Agency
513,7,Mid Enterprise Sales Specialist,2024-03-16,2024-05-09,Filled,Employee Referral
514,9,Senior Sales Development Specialist,2024-04-04,2024-05-09,Filled,Career Site
515,16,"Director, Accounting",2024-04-16,2024-05-25,Filled,Employee Referral
516,16,Mid Accounting Specialist,2024-03-12,2024-05-04,Filled,Career Site
517,15,Mid IT Specialist,2024-04-06,2024-05-27,Filled,Career Site
518,9,Senior Sales Development Specialist,2024-04-09,2024-05-15,Filled,Job Board
519,15,Mid IT Specialist,2024-03-25,2024-05-04,Filled,LinkedIn
520,5,Mid Product Management Specialist,2024-04-13,2024-05-05,Filled,Job Board
521,17,Junior FP&A Specialist,2024-04-15,2024-05-20,Filled,LinkedIn
522,12,Senior Support Specialist,2024-04-20,2024-05-23,Filled,Agency
523,10,Senior Growth Marketing Specialist,2024-04-01,2024-05-23,Filled,Career Site
524,13,Mid Onboarding Specialist,2024-04-19,2024-05-18,Filled,LinkedIn
525,9,Mid Sales Development Specialist,2024-05-19,2024-06-07,Filled,LinkedIn
526,4,Senior QA Specialist,2024-06-03,2024-06-26,Filled,LinkedIn
527,8,Junior SMB Sales Specialist,2024-04-17,2024-06-06,Filled,Employee Referral
528,8,Junior SMB Sales Specialist,2024-04-03,2024-06-05,Filled,Job Board
529,19,Senior HR Business Partners Specialist,2024-05-02,2024-06-04,Filled,Employee Referral
530,13,"Lead, Onboarding",2024-05-23,2024-06-10,Filled,LinkedIn
531,17,"Lead, FP&A",2024-05-03,2024-06-09,Filled,Job Board
532,17,Senior FP&A Specialist,2024-05-06,2024-06-13,Filled,LinkedIn
533,8,Mid SMB Sales Specialist,2024-05-12,2024-06-21,Filled,Agency
534,9,Mid Sales Development Specialist,2024-04-13,2024-06-04,Filled,Employee Referral
535,15,"Manager, IT",2024-05-15,2024-06-18,Filled,Employee Referral
536,11,Junior Brand Marketing Specialist,2024-04-29,2024-06-05,Filled,Employee Referral
537,13,"Lead, Onboarding",2024-04-19,2024-06-15,Filled,Agency
538,8,Junior SMB Sales Specialist,2024-04-25,2024-06-02,Filled,Career Site
539,7,Mid Enterprise Sales Specialist,2024-04-24,2024-06-14,Filled,Employee Referral
540,5,"Lead, Product Management",2024-05-05,2024-06-23,Filled,Job Board
541,7,Junior Enterprise Sales Specialist,2024-04-19,2024-06-11,Filled,Employee Referral
542,13,Mid Onboarding Specialist,2024-05-19,2024-06-13,Filled,Employee Referral
543,9,"Lead, Sales Development",2024-05-26,2024-06-28,Filled,LinkedIn
544,6,Junior Product Design Specialist,2024-05-17,2024-07-02,Filled,LinkedIn
545,9,Mid Sales Development Specialist,2024-06-09,2024-07-01,Filled,Career Site
546,15,Mid IT Specialist,2024-05-13,2024-07-14,Filled,Employee Referral
547,9,"Director, Sales Development",2024-06-03,2024-07-08,Filled,Employee Referral
548,1,Junior Backend Specialist,2024-07-04,2024-07-27,Filled,Job Board
549,17,Mid FP&A Specialist,2024-06-02,2024-07-15,Filled,LinkedIn
550,1,Junior Backend Specialist,2024-06-03,2024-07-10,Filled,LinkedIn
551,19,Senior HR Business Partners Specialist,2024-06-07,2024-07-08,Filled,Employee Referral
552,14,Senior Facilities Specialist,2024-06-19,2024-07-24,Filled,Job Board
553,8,Junior SMB Sales Specialist,2024-06-06,2024-07-18,Filled,LinkedIn
554,10,Junior Growth Marketing Specialist,2024-06-28,2024-07-28,Filled,Job Board
555,7,Mid Enterprise Sales Specialist,2024-05-12,2024-07-01,Filled,Job Board
556,9,"Director, Sales Development",2024-04-29,2024-07-02,Filled,Agency
557,2,Senior Frontend Specialist,2024-05-16,2024-07-07,Filled,LinkedIn
558,2,"Lead, Frontend",2024-05-24,2024-07-06,Filled,LinkedIn
559,11,Junior Brand Marketing Specialist,2024-05-19,2024-07-06,Filled,Employee Referral
560,12,Mid Support Specialist,2024-06-10,2024-07-10,Filled,LinkedIn
561,8,"Lead, SMB Sales",2024-05-15,2024-07-03,Filled,Agency
562,16,Mid Accounting Specialist,2024-05-25,2024-07-06,Filled,LinkedIn
563,4,"Lead, QA",2024-06-25,2024-07-16,Filled,LinkedIn
564,6,Mid Product Design Specialist,2024-05-23,2024-07-13,Filled,Agency
565,10,"Lead, Growth Marketing",2024-06-11,2024-07-09,Filled,LinkedIn
566,12,Mid Support Specialist,2024-07-08,2024-08-20,Filled,Career Site
567,9,Mid Sales Development Specialist,2024-07-09,2024-08-22,Filled,Employee Referral
568,3,"Lead, Platform",2024-06-29,2024-08-14,Filled,Agency
569,17,Junior FP&A Specialist,2024-07-03,2024-08-13,Filled,LinkedIn
570,12,Mid Support Specialist,2024-07-13,2024-08-03,Filled,LinkedIn
571,2,Junior Frontend Specialist,2024-06-12,2024-08-05,Filled,LinkedIn
572,13,Junior Onboarding Specialist,2024-07-05,2024-08-12,Filled,Job Board
573,18,"Lead, Talent Acquisition",2024-06-21,2024-08-03,Filled,Employee Referral
574,8,Senior SMB Sales Specialist,2024-06-05,2024-08-04,Filled,Employee Referral
575,18,Senior Talent Acquisition Specialist,2024-06-11,2024-08-12,Filled,Employee Referral
576,3,Mid Platform Specialist,2024-07-21,2024-08-09,Filled,Job Board
577,7,"Lead, Enterprise Sales",2024-06-07,2024-08-07,Filled,LinkedIn
578,7,"Manager, Enterprise Sales",2024-06-20,2024-08-06,Filled,Employee Referral
579,5,"Manager, Product Management",2024-07-27,2024-08-16,Filled,LinkedIn
580,9,Senior Sales Development Specialist,2024-07-11,2024-08-09,Filled,Employee Referral
581,6,Mid Product Design Specialist,2024-07-23,2024-08-10,Filled,Job Board
582,15,Junior IT Specialist,2024-07-13,2024-08-28,Filled,LinkedIn
583,9,Junior Sales Development Specialist,2024-07-08,2024-08-08,Filled,Job Board
584,19,"Lead, HR Business Partners",2024-08-02,2024-08-24,Filled,Employee Referral
585,8,Senior SMB Sales Specialist,2024-07-20,2024-08-10,Filled,LinkedIn
586,10,Senior Growth Marketing Specialist,2024-07-17,2024-08-06,Filled,Job Board
587,2,Mid Frontend Specialist,2024-07-19,2024-08-29,Filled,Employee Referral
588,15,"Manager, IT",2024-08-06,2024-09-01,Filled,LinkedIn
589,7,Junior Enterprise Sales Specialist,2024-07-23,2024-09-13,Filled,Agency
590,16,Mid Accounting Specialist,2024-08-17,2024-09-04,Filled,Job Board
591,8,Senior SMB Sales Specialist,2024-07-23,2024-09-24,Filled,Career Site
592,5,"Manager, Product Management",2024-07-29,2024-09-29,Filled,Employee Referral
593,6,Senior Product Design Specialist,2024-08-12,2024-09-17,Filled,LinkedIn
594,12,Junior Support Specialist,2024-07-21,2024-09-24,Filled,Career Site
595,1,Mid Backend Specialist,2024-08-11,2024-09-22,Filled,LinkedIn
596,16,"Manager, Accounting",2024-08-07,2024-09-28,Filled,LinkedIn
597,3,Junior Platform Specialist,2024-07-14,2024-09-13,Filled,Employee Referral
598,9,Senior Sales Development Specialist,2024-08-21,2024-09-30,Filled,LinkedIn
599,8,Junior SMB Sales Specialist,2024-07-27,2024-09-09,Filled,Agency
600,12,Junior Support Specialist,2024-08-09,2024-09-12,Filled,Agency
601,14,Senior Facilities Specialist,2024-08-06,2024-09-19,Filled,Career Site
602,9,"Lead, Sales Development",2024-08-06,2024-09-08,Filled,Employee Referral
603,7,Mid Enterprise Sales Specialist,2024-07-30,2024-09-30,Filled,LinkedIn
604,10,Mid Growth Marketing Specialist,2024-08-31,2024-09-18,Filled,Employee Referral
605,2,Mid Frontend Specialist,2024-08-16,2024-09-20,Filled,LinkedIn
606,7,Mid Enterprise Sales Specialist,2024-07-22,2024-09-07,Filled,LinkedIn
607,9,"Director, Sales Development",2024-08-16,2024-09-17,Filled,Employee Referral
608,9,"Lead, Sales Development",2024-07-20,2024-09-21,Filled,Job Board
609,11,"Lead, Brand Marketing",2024-08-31,2024-09-26,Filled,LinkedIn
610,16,Mid Accounting Specialist,2024-07-17,2024-09-01,Filled,Job Board
611,9,Mid Sales Development Specialist,2024-08-01,2024-09-15,Filled,Job Board
612,1,"Lead, Backend",2024-08-13,2024-09-17,Filled,LinkedIn
613,9,"Lead, Sales Development",2024-09-19,2024-10-09,Filled,Agency
614,9,Junior Sales Development Specialist,2024-08-28,2024-10-22,Filled,LinkedIn
615,6,Mid Product Design Specialist,2024-08-07,2024-10-05,Filled,Job Board
616,7,"Lead, Enterprise Sales",2024-09-21,2024-10-14,Filled,Career Site
617,1,Senior Backend Specialist,2024-09-14,2024-10-02,Filled,Agency
618,19,Senior HR Business Partners Specialist,2024-08-15,2024-10-06,Filled,Agency
619,12,Senior Support Specialist,2024-09-27,2024-10-20,Filled,LinkedIn
620,5,Senior Product Management Specialist,2024-09-09,2024-10-30,Filled,LinkedIn
621,17,"Lead, FP&A",2024-09-16,2024-10-09,Filled,LinkedIn
622,9,Senior Sales Development Specialist,2024-09-07,2024-10-07,Filled,Job Board
623,3,"Director, Platform",2024-09-01,2024-10-19,Filled,Career Site
624,1,Junior Backend Specialist,2024-09-06,2024-10-24,Filled,Employee Referral
625,9,"Manager, Sales Development",2024-08-27,2024-10-26,Filled,Employee Referral
626,11,"Lead, Brand Marketing",2024-09-30,2024-10-29,Filled,Employee Referral
627,9,Mid Sales Development Specialist,2024-09-15,2024-10-23,Filled,LinkedIn
628,7,Mid Enterprise Sales Specialist,2024-08-23,2024-10-19,Filled,Employee Referral
629,8,"Lead, SMB Sales",2024-09-09,2024-10-20,Filled,Career Site
630,1,"Manager, Backend",2024-08-22,2024-10-03,Filled,LinkedIn
631,2,Junior Frontend Specialist,2024-09-11,2024-10-27,Filled,LinkedIn
632,9,Junior Sales Development Specialist,2024-08-07,2024-10-02,Filled,Job Board
633,18,"Lead, Talent Acquisition",2024-08-20,2024-10-18,Filled,LinkedIn
634,5,Junior Product Management Specialist,2024-08-22,2024-10-04,Filled,Agency
635,7,"Lead, Enterprise Sales",2024-09-20,2024-10-19,Filled,LinkedIn
636,10,Junior Growth Marketing Specialist,2024-09-08,2024-10-27,Filled,Job Board
637,15,Junior IT Specialist,2024-09-02,2024-10-26,Filled,Employee Referral
638,4,Senior QA Specialist,2024-10-14,2024-11-22,Filled,LinkedIn
639,17,Senior FP&A Specialist,2024-10-03,2024-11-20,Filled,LinkedIn
640,7,Mid Enterprise Sales Specialist,2024-09-29,2024-11-25,Filled,LinkedIn
641,15,"Director, IT",2024-09-30,2024-11-08,Filled,Agency
642,13,Senior Onboarding Specialist,2024-11-02,2024-11-27,Filled,LinkedIn
643,8,"Director, SMB Sales",2024-10-01,2024-11-04,Filled,Employee Referral
644,10,Mid Growth Marketing Specialist,2024-09-22,2024-11-09,Filled,LinkedIn
645,14,Junior Facilities Specialist,2024-11-07,2024-12-14,Filled,LinkedIn
646,8,"Director, SMB Sales",2024-10-31,2024-12-19,Filled,Job Board
647,15,Senior IT Specialist,2024-11-18,2024-12-27,Filled,Career Site
648,18,Senior Talent Acquisition Specialist,2024-10-31,2024-12-12,Filled,LinkedIn
649,7,Junior Enterprise Sales Specialist,2024-11-10,2024-12-22,Filled,Employee Referral
650,1,Mid Backend Specialist,2024-10-16,2024-12-18,Filled,LinkedIn
651,15,Senior IT Specialist,2024-11-08,2024-12-08,Filled,Job Board
652,8,"Lead, SMB Sales",2024-10-31,2024-12-22,Filled,Employee Referral
653,19,"Lead, HR Business Partners",2024-11-08,2024-12-08,Filled,LinkedIn
654,5,Mid Product Management Specialist,2024-11-13,2024-12-21,Filled,Employee Referral
655,15,Junior IT Specialist,2024-12-13,2025-01-14,Filled,Employee Referral
656,14,Senior Facilities Specialist,2024-12-07,2025-01-22,Filled,LinkedIn
657,10,Junior Growth Marketing Specialist,2024-12-27,2025-01-28,Filled,LinkedIn
658,8,Mid SMB Sales Specialist,2024-11-24,2025-01-05,Filled,LinkedIn
659,9,"Manager, Sales Development",2024-12-30,2025-01-30,Filled,LinkedIn
660,1,Junior Backend Specialist,2024-11-28,2025-01-17,Filled,Job Board
661,12,Mid Support Specialist,2024-12-07,2025-01-30,Filled,Job Board
662,17,Senior FP&A Specialist,2025-01-07,2025-01-28,Filled,Career Site
663,9,"Lead, Sales Development",2024-11-24,2025-01-16,Filled,Agency
664,11,"Lead, Brand Marketing",2024-11-17,2025-01-18,Filled,LinkedIn
665,1,Mid Backend Specialist,2024-11-05,2025-01-08,Filled,Job Board
666,7,"Manager, Enterprise Sales",2025-01-02,2025-01-22,Filled,Employee Referral
667,8,Senior SMB Sales Specialist,2024-12-04,2025-01-13,Filled,Career Site
668,8,"Lead, SMB Sales",2024-12-30,2025-01-30,Filled,Career Site
669,10,Senior Growth Marketing Specialist,2024-12-18,2025-01-28,Filled,Employee Referral
670,9,"Manager, Sales Development",2024-11-21,2025-01-08,Filled,Employee Referral
671,11,"Lead, Brand Marketing",2024-11-16,2025-01-16,Filled,Agency
672,3,Senior Platform Specialist,2024-12-12,2025-01-30,Filled,Employee Referral
673,9,Junior Sales Development Specialist,2024-11-11,2025-01-05,Filled,Job Board
674,7,Junior Enterprise Sales Specialist,2024-11-25,2025-01-25,Filled,Agency
675,4,Mid QA Specialist,2024-12-05,2025-01-08,Filled,Employee Referral
676,4,Mid QA Specialist,2024-11-27,2025-01-05,Filled,Agency
677,7,Mid Enterprise Sales Specialist,2024-11-29,2025-01-12,Filled,LinkedIn
678,5,Mid Product Management Specialist,2024-12-16,2025-01-10,Filled,Job Board
679,9,Senior Sales Development Specialist,2024-12-23,2025-01-30,Filled,LinkedIn
680,17,"Manager, FP&A",2024-12-01,2025-01-06,Filled,LinkedIn
681,11,Mid Brand Marketing Specialist,2025-01-09,2025-01-30,Filled,LinkedIn
682,12,Junior Support Specialist,2024-12-14,2025-01-14,Filled,LinkedIn
683,8,Senior SMB Sales Specialist,2024-11-17,2025-01-07,Filled,LinkedIn
684,9,Senior Sales Development Specialist,2024-11-24,2025-01-24,Filled,LinkedIn
685,8,Mid SMB Sales Specialist,2024-12-17,2025-01-31,Filled,Job Board
686,17,"Manager, FP&A",2024-12-03,2025-01-03,Filled,LinkedIn
